budget,revenue,genres_name,original_title
70000000,134748021,Drama,Wall Street: Money Never Sleeps
0,91354215,Thriller,Fracture
0,31815,Thriller,Diary of a Hitman
100000000,876688482,Adventure,Harry Potter and the Chamber of Secrets
0,33082548,Family,The Crocodile Hunter: Collision Course
220000,2040920,Action,El Mariachi
8000000,2275557,Action,Showdown in Little Tokyo
35000000,86369815,Adventure,Sky High
5300000,22175908,Action,Fanaa
6000000,70136369,Comedy,Ferris Bueller's Day Off
35000000,9771658,Animation,The Swan Princess
0,8034,Drama,Every Thing Will Be Fine
11500000,186702,Drama,Nothing But the Truth
2200000,282358,Drama,Fehér Isten
11930000,18340000,Drama,The Dressmaker
0,1547397,Drama,Two Moon Junction
25000000,86175291,Thriller,Pain & Gain
150000,2891288,Comedy,Tadpole
0,6575282,Comedy,Strange Wilderness
0,9317021,Animation,We're Back! A Dinosaur's Story
0,3091922,Comedy,The Ex
500000,500000,Action,Villan
1250000,21722776,Horror,Friday the 13th Part 2
20000000,41637263,Drama,Mr. Brooks
0,852336,Drama,Miral
0,46264384,Fantasy,Miracle on 34th Street
18000000,100000000,Adventure,Conan the Destroyer
1500000,7412216,Drama,Kids
0,10224116,Comedy,Air Bud: Golden Receiver
19500000,56000000,War,Bajirao Mastani
8000000,2033165,Action,Mutant Chronicles
0,665450,Drama,American Buffalo
18000000,19265302,Action,Best Defense
15000000,123384128,Drama,The Queen
0,60328000,Fantasy,Scrooged
80000000,266728738,Drama,Something's Gotta Give
14000000,21409028,Comedy,Our Family Wedding
12500000,3878993,Drama,The Perfect Game
16800000,51029361,Comedy,Magic in the Moonlight
10500000,25442939,Drama,The Beguiled
95000000,250288523,Action,The Mask of Zorro
0,1124445,Adventure,Hector and the Search for Happiness
38000000,153518974,Thriller,Another 48 Hrs.
10000000,17297244,Action,The Matador
60000000,90565421,Action,The Mortal Instruments: City of Bones
39000000,6614280,Romance,Against the Ropes
0,28200,Documentary,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?)
75000000,260696994,Animation,Robots
0,1625847,Thriller,'71
40000000,67347013,Music,Jersey Boys
15000000,16810383,Drama,Стиляги
0,20300000,Animation,Tinker Bell and the Pirate Fairy
40000000,12303411,Drama,Enemy Mine
0,6483963,Comedy,Goon
0,9190819,Crime,Bad Boys
0,5777916,Action,Trapped in Paradise
6000,48482,Crime,Following
49300000,24186232,Animation,かぐや姫の物語
5400000,6500000,Thriller,Madras Cafe
120000000,461983149,Animation,Cars
3062000,25034000,Drama,Singham
22000000,77737889,Drama,Gandhi
47000000,102825796,Comedy,The Cable Guy
2000000,1268793,Romance,Про любоff
24000000,8434146,Comedy,Play It to the Bone
410000,100,Crime,Die Angst des Tormanns beim Elfmeter
5579750,8927600,Comedy,Tutto tutto niente niente
130000000,457363168,Action,National Treasure: Book of Secrets
100000,1000000,Action,Halo Legends
8000000,143451,Action,10th & Wolf
13000000,54837234,Comedy,St. Vincent
60000000,176070171,Action,The Italian Job
12500000,23367586,Drama,Antwone Fisher
5200000,14723313,Drama,Katyń
3512454,115860,Drama,Camille Claudel 1915
0,25,Comedy,Nice Guy Johnny
1500000,32000,Horror,Pontypool
38000000,17380126,Drama,Extreme Measures
18000000,51973029,Drama,Amadeus
3000000,18999718,Adventure,Beneath the Planet of the Apes
0,21300000,Drama,The Bells of St. Mary's
150000000,205366737,Action,White House Down
40000000,165478348,Thriller,Bridge of Spies
0,6659377,Comedy,Where the Buffalo Roam
30000000,68369434,Drama,The X Files: I Want to Believe
0,331816,Comedy,Private Resort
0,147315,Drama,Elser
0,202000,Documentary,Iraq in Fragments
23000000,36642838,Mystery,Joy Ride
2000000,21750000,Drama,The Caine Mutiny
0,39946780,Comedy,Manhattan
25000000,83080890,Horror,Rings
35000000,28128670,Horror,The Thing
0,5794184,Drama,Mona Lisa
2700000,141000000,Comedy,Animal House
0,218626,Comedy,Jack & Sarah
68000000,71069884,Action,The Score
0,645186,Comedy,Frank
57000000,16991902,Music,Rock Star
45000000,178051587,Drama,Patriot Games
127500000,354248063,Animation,Dinosaur
200000,486937,Unknown,Poslednyaya skazka Rity
75000000,152368585,Action,Backdraft
0,21833,Horror,V/H/S/2
16000000,18928871,Drama,A Mighty Heart
4000000,16491080,Drama,Trainspotting
8000000,589304,Drama,Prefontaine
21000000,227799884,Comedy,Sleepless in Seattle
0,49042224,Action,Cobra
26000000,8009329,Comedy,The Chase
29000000,48902953,Comedy,Florence Foster Jenkins
1365000,2279000,Comedy,Ninotchka
80000000,78000586,Horror,Exorcist: The Beginning
2800000,2616503,Drama,Утомлённые солнцем
0,2270658,Drama,Deathwatch
40000000,29918745,Action,Keeping Up with the Joneses
87000000,351692268,Crime,Hannibal
25000000,10589102,Drama,The Bad Lieutenant: Port of Call - New Orleans
0,57041866,Comedy,Beaches
0,1700000,Drama,The Big Town
5000000,13000000,History,Hillary's America: The Secret History of the Democratic Party
0,4275,Action,Secret Society
0,2608000,Family,The Care Bears Adventure in Wonderland
0,12520799,Drama,The Clearing
8500000,16209459,Action,Raw Deal
0,2402067,Drama,فروشنده
5000000,142817992,Horror,Paranormal Activity 4
0,41098065,Comedy,Balls of Fury
140000000,431971116,Adventure,Die Another Day
0,6263883,Crime,Music Box
32000000,50907422,Music,Team America: World Police
16000000,30857814,Adventure,The Princess Bride
75000000,36754634,Animation,Titan A.E.
12000000,20000000,Action,The Sand Pebbles
64000000,74608570,Drama,Random Hearts
22000000,77112176,Comedy,Diary of a Wimpy Kid: Dog Days
90000000,102000000,Action,The Stepford Wives
0,9392,Drama,Primo amore
25000000,48418160,Comedy,Mother's Day
130000000,403170142,Science Fiction,Prometheus
9500000,120000,Crime,Trust
0,102000000,Comedy,The Goodbye Girl
30000000,6916869,Action,Trapped
12000000,117629,Action,消失的子弹
38000000,28921264,Adventure,James and the Giant Peach
31500000,89460381,Drama,Apocalypse Now
1000000,37600000,Adventure,Tom Jones
483103,1027757,Drama,My Best Girl
0,263635,Drama,Split Image
35000000,25182929,Action,Grimsby
3000000,6000000,Drama,La lengua de las mariposas
30000000,114908830,Horror,Freddy vs. Jason
13000000,18704595,Drama,Eye in the Sky
25000000,65663276,Fantasy,The Age of Adaline
8500000,19125401,Action,The Way of the Gun
60000000,13395939,Comedy,Alfie
17000000,29536299,Crime,Brooklyn's Finest
0,11949484,Action,Firewalker
60000000,35431113,Action,Money Train
15000000,22730842,Music,U2 3D
2300000,4600000,Drama,Jab We Met
4600000,1163967,Action,4.3.2.1
4000000,125728258,Comedy,Porky's
20000000,57330873,Drama,The Shack
0,44038000,Romance,恋空
2500000,589244,Documentary,Powaqqatsi
61000000,441809770,Drama,Les Misérables
40000000,87840042,Action,Spawn
2000000,7600000,Drama,The Hustler
25000000,2405420,Action,BloodRayne
19800000,87754044,Drama,Gosford Park
25000000,411006740,Thriller,The Bodyguard
20000000,15379253,Fantasy,Mr. Destiny
0,8685526,Action,龍虎門
0,4122748,Comedy,My Science Project
20000000,10442808,Action,Alone in the Dark
45000000,57881056,Adventure,Aliens in the Attic
16000000,15427192,Comedy,Drowning Mona
53000000,29700000,Drama,Angel Eyes
0,1053788,Drama,Velvet Goldmine
35000000,77477008,Comedy,The Back-Up Plan
300000,2500000,Action,ആക്ഷൻ ഹീറോ ബിജു
0,93000,Drama,Other People
500000,376597,Drama,Smashed
35000000,791830,Drama,Anna Karenina
80000000,116643346,Action,S.W.A.T.
37665000,14655628,Drama,Freedomland
20000000,16605763,Action,Paparazzi
0,858591,Horror,The Terror Within
0,105656,Drama,ده
0,100202,Animation,The Trumpet Of The Swan
0,7240837,Action,B.A.P.S.
13000000,91038276,Drama,Save the Last Dance
1135654,1213880,Action,The Thief of Bagdad
60000000,219417255,Comedy,The Terminal
0,14715067,Drama,School Ties
0,1596687,Comedy,Chasers
0,180590,Drama,Vi är bäst!
65000000,89456761,Crime,The Long Kiss Goodnight
42000000,171963386,Comedy,Along Came Polly
35000000,82087155,Thriller,Abduction
